SKU,Name,Category,Схема,Brand,Niche,Seller,Balance,Balance FBS,Warehouses count,Comments,Final price,Max price,Min price,Average price,Median price,Цена с Ozon картой,Sales,Revenue,Revenue potential,Revenue average,Lost profit,Lost profit percent,URL,Thumb,Pics Count,Has Video,First Date,Days in website,Days in stock,Days with sales,Average if in stock,Rating,FBS,Base price,Category Position,Categories Last Count,Sales Per Day Average,Turnover,Frozen stocks,Frozen stocks cost,Frozen stocks percent
936454663,"Карта мира географическая политическая интерактивная с ламинацией, 199 х 134 см, 1:15,5М, ламинированная, настенная",Канцелярские товары/Бумажная продукция/Карты мира,FBO,,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",GooDaY,346,0,12,5227,1811,2208,1795,"1999,44","2024,5",1676,156,311913,311913,"10397,1",0,0,https://www.ozon.ru/context/detail/id/936454663/,https://cdn1.ozone.ru/s3/multimedia-1-c/7379309676.jpg,4,0,45045,694,30,26,"5,2","4,8",0,4990,1,1,"5,2","66,54",112,202832,"32,37"
491279127,"Карта МИРА настенная политическая,160х102 см, Выпуск 2024 года, Школьная географическая карта для детей по географии",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Атлас Принт,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",ИНТЕРТРЕЙД,37,612,5,1719,807,911,798,"839,06",841,748,370,310452,310452,"10348,4",0,0,https://www.ozon.ru/context/detail/id/491279127/,https://cdn1.ozone.ru/s3/multimedia-1-8/7295087132.jpg,6,0,45143,596,30,30,"12,33","4,9",1,1874,3,1,"12,33",3,0,0,0
844750071,"Карта мира географическая политическая интерактивная с ламинацией, 117 х 80 см, 1:28М, ламинированная, настенная",Канцелярские товары/Бумажная продукция/Карты мира,FBO,,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",GooDaY,585,0,9,5227,536,631,510,"564,34","541,5",495,534,301360,301360,"10045,33",0,0,https://www.ozon.ru/context/detail/id/844750071/,https://cdn1.ozone.ru/s3/multimedia-1-3/7379313627.jpg,5,0,44965,774,30,30,"17,8","4,8",0,1599,2,1,"17,8","32,87",0,0,0
1737112880,"Карта мира политическая на стену большая 199х134 см, географическая настенная интерактивная 1:15,5М, с ламинацией, европодвес, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,94,0,7,162,1237,1246,1111,"1214,57",1217,1200,216,262347,262347,"8744,9",0,0,https://www.ozon.ru/context/detail/id/1737112880/,https://cdn1.ozone.ru/s3/multimedia-1-k/7366588580.jpg,6,0,45605,134,30,30,"7,2","4,8",0,2414,56,1,"7,2","13,06",0,0,0
216810859,"Настенная карта мира для детей, игра, 150х115 см. Papitama.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Играматика,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Студия Играматика,199,0,16,324,2575,2795,2549,"2580,47",2573,2386,100,258047,258047,"8601,57",0,0,https://www.ozon.ru/context/detail/id/216810859/,https://cdn1.ozone.ru/s3/multimedia-1-u/7061102094.jpg,6,0,45287,452,30,28,"3,33","4,9",0,4290,6,1,"3,33","59,7",49,126175,"24,62"
861723214,"Карта мира географическая политическая интерактивная с ламинацией, 157 х 107 см, 1:21,5М, ламинированная, настенная",Канцелярские товары/Бумажная продукция/Карты мира,FBO,,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",GooDaY,303,0,11,5227,1075,1446,1075,"1227,81","1225,5",994,183,224690,224690,"7489,67",0,0,https://www.ozon.ru/context/detail/id/861723214/,https://cdn1.ozone.ru/s3/multimedia-1-3/7379312151.jpg,5,0,44979,760,30,29,"6,1","4,8",0,2998,12,1,"6,1","49,67",28,30100,"9,24"
268682139,"Карта мира настенная политическая на стену 101х70 см, 1:32М, с ламинацией, интерактивная, европодвес, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,853,0,9,7272,258,261,258,"259,15",259,248,746,193328,"199994,48","6444,27","6666,48","3,33",https://www.ozon.ru/context/detail/id/268682139/,https://cdn1.ozone.ru/s3/multimedia-1-5/7388316113.jpg,6,0,44363,1376,29,30,"25,52","4,9",0,454,13,1,"24,87","33,43",0,0,0
438166622,"Настенная карта мира для детей, игра (с креплением), 150х115 см. Papitama.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Играматика,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Студия Играматика,66,0,10,129,3071,3562,2822,"3111,2","3069,5",2846,50,155560,155560,"5185,33",0,0,https://www.ozon.ru/context/detail/id/438166622/,https://cdn1.ozone.ru/s3/multimedia-1-3/7061102391.jpg,6,0,45329,410,30,20,"1,67","4,8",0,5190,21,1,"1,67","39,6",0,0,0
1712946829,"Карта мира физическая на стену, географическая 199х134 см, 1:15,5М, с ламинацией, интерактивная, в тубусе, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,120,0,6,160,1567,1578,1435,"1522,3","1535,5",1520,100,152230,152230,"5074,33",0,0,https://www.ozon.ru/context/detail/id/1712946829/,https://cdn1.ozone.ru/s3/multimedia-1-a/7366593214.jpg,6,0,45585,154,30,27,"3,33","4,8",0,3057,5,1,"3,33",36,0,0,0
861593242,"Карта России настенная. Россия в новых границах. 100х70см, выпуск 2024год. Карта в тубусе.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Карта ТД,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",КАРТА,469,0,21,3062,557,671,554,"639,14","635,5",514,236,150836,150836,"5027,87",0,0,https://www.ozon.ru/context/detail/id/861593242/,https://cdn1.ozone.ru/s3/multimedia-1-j/7382543851.jpg,6,0,44974,765,30,30,"7,87","4,9",0,1099,57,1,"7,87","59,62",115,64055,"24,52"
490685952,"Карта России, большая настенная карта для школы, интерактивная, ГеоДом, размер 230х150 см, с ламинацией, в тубусе",Канцелярские товары/Бумажная продукция/Карты мира,FBO,ГеоДом,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Kartograff,2,841,3,226,3405,3678,2840,"3421,31","3406,5",3145,39,133431,"138032,07","4447,7","4601,07","3,33",https://www.ozon.ru/context/detail/id/490685952/,https://cdn1.ozone.ru/s3/multimedia-1-f/7056117411.jpg,6,0,45365,374,29,20,"1,28","4,9",1,5500,30,1,"1,3","1,57",0,0,0
861605997,"Карта Мира настенная, с государственными флагами. Россия в новых границах,100х70см, выпуск 2024год. Карта в тубусе.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Карта ТД,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",КАРТА,410,0,20,3063,643,666,479,"623,95",634,595,211,131654,131654,"4388,47",0,0,https://www.ozon.ru/context/detail/id/861605997/,https://cdn1.ozone.ru/s3/multimedia-1-6/7382452470.jpg,6,0,44974,765,30,29,"7,03","4,9",0,1099,4,1,"7,03","58,29",94,60442,"22,93"
1713026634,"Карта мира политическая на стену большая 157х107 см, 1:21,5М, с ламинацией, интерактивная, в тубусе, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,83,0,5,199,958,1025,898,"946,07",944,930,131,123935,123935,"4131,17",0,0,https://www.ozon.ru/context/detail/id/1713026634/,https://cdn1.ozone.ru/s3/multimedia-1-o/7366594380.jpg,6,0,45584,155,30,30,"4,37","4,9",0,1870,43,1,"4,37","19,01",0,0,0
1422373846,"Скретч карта мира со стираемым слоем ""Летопись Путешествий СЕРЕБРО"" (96х65 cм) в тубусе БЕЗ аксессуаров (только карта в тубе)",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Правила Успеха,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Правила Успеха Упаковки,94,198,10,81,2192,2245,1906,"2163,48","2194,5",2022,54,116828,116828,"3894,27",0,0,https://www.ozon.ru/context/detail/id/1422373846/,https://cdn1.ozone.ru/s3/multimedia-1-8/6961575464.jpg,6,0,45353,386,30,23,"1,8","4,9",1,2800,66,1,"1,8","52,22",13,28496,"13,83"
499509545,"Карта мира с новыми границами, интерактивная, настенная карта, ГеоДом, размер 230х150 см, в тубусе",Канцелярские товары/Бумажная продукция/Карты мира,FBO,ГеоДом,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Kartograff,24,1867,6,1085,3408,3678,2875,"3416,56",3408,3148,34,116163,116163,"3872,1",0,0,https://www.ozon.ru/context/detail/id/499509545/,https://cdn1.ozone.ru/s3/multimedia-1-g/7105887700.jpg,6,0,45329,410,30,17,"1,13","4,9",1,5000,49,1,"1,13","21,18",0,0,0
950549378,"Карта Мира настенная, с государственными флагами, ламинированная. Россия в новых границах, 155х115см, выпуск 2025год. Карта в тубусе.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Карта ТД,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",КАРТА,34,0,10,3050,2008,2393,1877,"1977,96",1965,1852,54,106810,106810,"3560,33",0,0,https://www.ozon.ru/context/detail/id/950549378/,https://cdn1.ozone.ru/s3/multimedia-1-q/7382775698.jpg,6,0,45044,695,30,22,"1,8","4,9",0,4199,247,1,"1,8","18,89",0,0,0
844770867,"Карта мира географическая политическая интерактивная с ламинацией, 101 х 70 см, 1:32М, ламинированная, настенная",Канцелярские товары/Бумажная продукция/Карты мира,FBO,,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",GooDaY,87,0,2,5205,336,343,290,"329,43",336,326,310,102122,"117833,08","3404,07","15711,08","13,33",https://www.ozon.ru/context/detail/id/844770867/,https://cdn1.ozone.ru/s3/multimedia-1-f/7379314107.jpg,5,0,44965,774,26,26,"11,85","4,8",0,1098,37,1,"10,33","7,34",0,0,0
491270369,"Географическая карта России настенная 102х160 см, Выпуск 2024 года, НОВЫЕ ГРАНИЦЫ Школьная карта по географии для детей",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Атлас Принт,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",ИНТЕРТРЕЙД,102,797,8,1257,813,869,808,"843,68",849,753,117,98710,98710,"3290,33",0,0,https://www.ozon.ru/context/detail/id/491270369/,https://cdn1.ozone.ru/s3/multimedia-1-q/7299112670.jpg,6,0,45228,511,30,26,"3,9","4,8",1,2242,32,1,"3,9","26,15",0,0,0
536896417,"Настенная карта мира с флагами государств, ГеоДом, размер 157х107 см, в тубусе",Канцелярские товары/Бумажная продукция/Карты мира,FBO,ГеоДом,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Kartograff,73,581,9,1085,1354,1413,729,"1268,42","1374,5",1257,72,91326,91326,"3044,2",0,0,https://www.ozon.ru/context/detail/id/536896417/,https://cdn1.ozone.ru/s3/multimedia-1-l/7184641737.jpg,6,0,44686,1053,30,23,"2,4","4,9",1,2000,47,1,"2,4","30,42",0,0,0
1711987645,Интерактивная. Карта мира для детей географическая. Большая кругосветка,Канцелярские товары/Бумажная продукция/Карты мира,FBO,ГеоДом,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Геодом,13,1275,5,67,2191,2315,2177,2236,2213,2021,38,84968,84968,"2832,27",0,0,https://www.ozon.ru/context/detail/id/1711987645/,https://cdn1.ozone.ru/s3/multimedia-1-7/7167741631.jpg,6,0,45571,168,30,16,"1,27",5,1,2999,15,1,"1,27","10,26",0,0,0
1598283510,"Карта России на стену, складная, политическая, 2025, для путешествий, большая для детей.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Издательство Экспресс,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",IVJ print,179,0,17,249,579,1070,500,"584,72","578,5",536,137,80107,80107,"2670,23",0,0,https://www.ozon.ru/context/detail/id/1598283510/,https://cdn1.ozone.ru/s3/multimedia-1-h/7308315953.jpg,6,0,45464,275,30,28,"4,57","4,8",0,1599,24,1,"4,57","39,2",0,0,0
951285479,"Карта России настенная, ламинированная. Россия в новых границах, 155х115см, выпуск 2025год,. Карта в тубусе.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Карта ТД,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",КАРТА,41,0,11,3050,1833,2365,1818,"1965,98",1947,1696,40,78639,78639,"2621,3",0,0,https://www.ozon.ru/context/detail/id/951285479/,https://cdn1.ozone.ru/s3/multimedia-1-m/7382697394.jpg,6,0,45044,695,30,22,"1,33","4,9",0,4199,8,1,"1,33","30,75",0,0,0
922230517,"Политическая карта МИРА настенная, 160х102см, карта мира по географии, Выпуск 2024 год, В ТУБУСЕ",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Атлас Принт,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",ИНТЕРТРЕЙД,71,184,6,1486,849,1000,842,"879,85","889,5",787,88,77427,77427,"2580,9",0,0,https://www.ozon.ru/context/detail/id/922230517/,https://cdn1.ozone.ru/s3/multimedia-1-3/7295079927.jpg,6,0,45089,650,30,23,"2,93","4,8",1,2171,26,1,"2,93","24,2",0,0,0
1422369500,Скретч карта мира Летопись Путешествий СЕРЕБРО (96х65 cм) в тубусе ( с набором аксессуаров),Канцелярские товары/Бумажная продукция/Карты мира,FBO,Правила Успеха,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Правила Успеха Упаковки,107,172,10,47,3044,3058,2620,"2925,71","3019,5",2821,24,70217,70217,"2340,57",0,0,https://www.ozon.ru/context/detail/id/1422369500/,https://cdn1.ozone.ru/s3/multimedia-1-m/6961576990.jpg,6,0,45353,386,30,14,"0,8","4,8",1,3800,95,1,"0,8","133,75",71,216124,"66,36"
1169061464,"Карта России административная, настенная, ГеоДом, субъекты, р. 124х80см. в тубусе",Канцелярские товары/Бумажная продукция/Карты мира,FBO,ГеоДом,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Kartograff,9,171,2,282,783,990,772,"834,86","844,5",726,84,70128,"84153,6","2337,6","14025,6","16,67",https://www.ozon.ru/context/detail/id/1169061464/,https://cdn1.ozone.ru/s3/multimedia-1-p/7184640841.jpg,5,0,45173,566,25,22,"3,2","4,9",1,1700,36,1,"2,8","2,81",0,0,0
268682154,"Карта мира настенная физическая на стену 101х66 см, 1:29М, с ламинацией, интерактивная, европодвес, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,516,0,10,2987,277,349,275,"301,78",282,266,231,69711,69711,"2323,7",0,0,https://www.ozon.ru/context/detail/id/268682154/,https://cdn1.ozone.ru/s3/multimedia-1-x/7388285433.jpg,6,0,44363,1376,30,30,"7,7","4,9",0,500,14,1,"7,7","67,01",170,47090,"32,95"
857968654,"Карта настенная Санкт-Петербург. 70х100см, выпуск 2025год. Карта в тубусе.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Карта ТД,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",КАРТА,144,0,7,855,640,671,539,"623,64",638,592,103,64235,64235,"2141,17",0,0,https://www.ozon.ru/context/detail/id/857968654/,https://cdn1.ozone.ru/s3/multimedia-1-a/7382821834.jpg,6,0,44968,771,30,26,"3,43","4,9",0,1199,9,1,"3,43","41,94",0,0,0
1737112763,"Карта России политическая на стену большая 157х107 см, географическая настенная интерактивная 1:5,5М, европодвес, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,54,0,8,133,783,788,712,"762,16",769,759,82,62497,62497,"2083,23",0,0,https://www.ozon.ru/context/detail/id/1737112763/,https://cdn1.ozone.ru/s3/multimedia-1-y/7366611850.jpg,6,0,45605,134,30,25,"2,73","4,9",0,1527,25,1,"2,73","19,76",0,0,0
1333475299,"Карта настенная. Наша планета. р. 101х69 см, в тубусе, лам.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,ГеоДом,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Kartograff,61,0,6,100,745,825,627,"752,21","725,5",695,82,61681,61681,"2056,03",0,0,https://www.ozon.ru/context/detail/id/1333475299/,https://cdn1.ozone.ru/s3/multimedia-c/6856228200.jpg,6,0,45272,467,30,25,"2,73","4,9",1,1550,18,1,"2,73","22,32",0,0,0
490461387,"Карта мира физическая настенная / на стену интерактивная 120х78 см, 1:25М, с ламинацией, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,250,0,8,935,448,448,378,"396,72","387,5",435,146,57921,57921,"1930,7",0,0,https://www.ozon.ru/context/detail/id/490461387/,https://cdn1.ozone.ru/s3/multimedia-1-8/7388314784.jpg,6,0,44621,1118,30,29,"4,87","4,9",0,874,120,1,"4,87","51,37",31,13888,"12,4"
854403374,"Карта настенная Санкт-Петербург, ламинированная. 107х158см, выпуск 2025год. Карта в тубусе.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Карта ТД,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",КАРТА,37,0,2,855,1976,2635,1888,"2008,3",1977,1823,27,54224,54224,"1807,47",0,0,https://www.ozon.ru/context/detail/id/854403374/,https://cdn1.ozone.ru/s3/multimedia-1-a/7382874790.jpg,6,0,44969,770,30,16,"0,9","4,9",0,4499,246,1,"0,9","41,11",0,0,0
490461399,"Карта мира политическая настенная / на стену интерактивная 117х80 см, 1:28М, с ламинацией, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,138,0,9,1414,460,460,385,"417,74","399,5",446,122,50964,50964,"1698,8",0,0,https://www.ozon.ru/context/detail/id/490461399/,https://cdn1.ozone.ru/s3/multimedia-1-i/7388317998.jpg,6,0,44621,1118,30,28,"4,07","4,8",0,897,62,1,"4,07","33,93",0,0,0
1737112217,"Карта России политическая на стену большая 157х107 см, географическая настенная интерактивная 1:5,5М, в тубусе, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,65,0,9,135,958,965,825,"906,89",926,930,55,49879,49879,"1662,63",0,0,https://www.ozon.ru/context/detail/id/1737112217/,https://cdn1.ozone.ru/s3/multimedia-1-v/7366630999.jpg,6,0,45605,134,30,22,"1,83","4,9",0,1870,79,1,"1,83","35,45",0,0,0
322886997,"Скретч карта России настенная ""Путешествуй и стирай"" для детей и взрослых в подарочном тубусе / Географическая карта",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Gift Development,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Gift Development,192,367,6,1030,982,1186,850,"972,9","996,5",910,51,49618,49618,"1653,93",0,0,https://www.ozon.ru/context/detail/id/322886997/,https://cdn1.ozone.ru/s3/multimedia-1-v/7208380183.jpg,6,0,44485,1254,30,19,"1,7","4,9",1,1680,113,1,"1,7","112,94",116,113912,"60,42"
1758403711,"Карта мира физическая на стену, географическая настенная интерактивная 157х107 см 1:21,5М, ламинированная, в тубусе, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,99,0,10,32,907,923,828,"897,51",904,880,51,45773,45773,"1525,77",0,0,https://www.ozon.ru/context/detail/id/1758403711/,https://cdn1.ozone.ru/s3/multimedia-1-t/7366589669.jpg,6,0,45625,114,30,22,"1,7","4,9",0,1799,46,1,"1,7","58,24",22,19954,"22,22"
874681793,"Карта мира географическая политическая интерактивная с ламинацией, 59 х 40 см, 1:55М, ламинированная, настенная",Канцелярские товары/Бумажная продукция/Карты мира,FBO,,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",GooDaY,179,0,12,5227,188,219,174,"196,53","191,5",183,224,44022,44022,"1467,4",0,0,https://www.ozon.ru/context/detail/id/874681793/,https://cdn1.ozone.ru/s3/multimedia-1-8/7379311436.jpg,4,0,44986,753,30,30,"7,47","4,8",0,798,17,1,"7,47","23,97",0,0,0
856985388,"Физическая карта России, настенная. Россия в новых границах. 100х70см, выпуск 2024год. Карта в тубусе.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Карта ТД,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",КАРТА,201,0,20,3062,643,643,509,"550,56",543,595,79,43494,43494,"1449,8",0,0,https://www.ozon.ru/context/detail/id/856985388/,https://cdn1.ozone.ru/s3/multimedia-1-z/7382602331.jpg,5,0,44974,765,30,24,"2,63","4,9",0,1099,52,1,"2,63","76,33",82,52726,"40,8"
491273791,"Физическая карта России настенная, 160 х 102 см, Выпуск 2024 год",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Атлас Принт,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",ИНТЕРТРЕЙД,28,101,8,1261,769,1317,769,"920,83","1013,5",713,47,43279,43279,"1442,63",0,0,https://www.ozon.ru/context/detail/id/491273791/,https://cdn1.ozone.ru/s3/multimedia-1-z/7294264991.jpg,5,0,45228,511,30,18,"1,57","4,8",1,1993,23,1,"1,57","17,87",0,0,0
1456835651,"Настенная карта России, 145 x 95см.",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Solartek,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Пленки и инструмент,80,20,14,197,520,539,384,"491,2",522,480,80,39296,39296,"1309,87",0,0,https://www.ozon.ru/context/detail/id/1456835651/,https://cdn1.ozone.ru/s3/multimedia-1-8/6953490548.jpg,6,0,45368,371,30,27,"2,67","4,7",1,1100,64,1,"2,67",30,0,0,0
879462189,"Скретч карта 60 уникальных мест России (96х60 cм) с серебряным стираемым слоем, с достопримечательностями и новыми регионами ДНР, ЛНР, Херсонская и Запорожская области (без аксессуаров)",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Правила Успеха,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Правила Успеха Упаковки,94,0,9,226,1957,2004,1702,"1926,9","1959,5",1805,20,38538,38538,"1284,6",0,0,https://www.ozon.ru/context/detail/id/879462189/,https://cdn1.ozone.ru/s3/multimedia-1-c/7081643640.jpg,6,0,44997,742,30,12,"0,67",5,1,2500,357,1,"0,67",141,64,125248,"68,09"
268682160,"Карта России политико-административная настенная / на стену 101х70см, 1:8,5М, интерактивная, в тубусе, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,151,0,10,3283,379,382,366,"373,85","372,5",368,103,38507,38507,"1283,57",0,0,https://www.ozon.ru/context/detail/id/268682160/,https://cdn1.ozone.ru/s3/multimedia-1-n/7242777167.jpg,6,0,44364,1375,30,27,"3,43","4,9",0,740,70,1,"3,43","43,98",0,0,0
508611672,"Карта Москвы и Московской области настенная 143х102см, административная карта столицы России",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Атлас Принт,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",ИНТЕРТРЕЙД,43,98,5,606,1321,1646,981,"1228,9","1252,5",1225,31,38096,38096,"1269,87",0,0,https://www.ozon.ru/context/detail/id/508611672/,https://cdn1.ozone.ru/s3/multimedia-1-s/7278298768.jpg,6,0,44641,1098,30,16,"1,03","4,8",1,2395,60,1,"1,03","41,61",0,0,0
268682136,"Карта России настенная политико-административная, на стену 101х70см, 1:8,5М, интерактивная, европодвес, Brauberg",,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,0,0,0,3280,258,279,258,"261,71",259,247,143,37424,74848,"1247,47",37424,50,https://www.ozon.ru/context/detail/id/268682136/,https://cdn1.ozone.ru/s3/multimedia-1-s/7242777136.jpg,6,0,44363,1376,15,12,"9,27","4,9",0,454,0,1,"4,77",0,0,0,0
1303657192,"Новороссия и сопредельные области Украины, масштаб 1:1 500 000, 83х70",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Институт навигационных технологий,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Институт навигационных технологий,7,0,2,113,1123,1608,1122,1319,1237,1038,27,35613,35613,"1187,1",0,0,https://www.ozon.ru/context/detail/id/1303657192/,https://cdn1.ozone.ru/s3/multimedia-g/6838793944.jpg,3,0,45272,467,30,13,"0,9","4,9",0,2000,77,1,"0,9","7,78",0,0,0
178726257,Карта России. Новые границы. 156х101 см. Ламинированная. Политическая. Настенная карта. ДИЭМБИ.,Канцелярские товары/Бумажная продукция/Карты мира,FBO,ДИЭМБИ,Канцелярские товары/Бумажная продукция/Карты мира,"Картографическое издательство ""ДИ ЭМ БИ""",116,0,3,203,851,851,568,"623,6",588,789,53,33051,33051,"1101,7",0,0,https://www.ozon.ru/context/detail/id/178726257/,https://cdn1.ozone.ru/s3/multimedia-c/6853809072.jpg,6,0,44435,1304,30,24,"1,77",5,0,2040,74,1,"1,77","65,66",36,30636,"31,03"
429100410,"Карта Мира ""Наша планета. Животный и растительный мир"" настенная географическая, ламинированная, 101 х 69 см",,FBO,ГеоДом,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",KoroBoom Shop,0,0,0,547,457,460,434,"446,26",449,422,74,33023,"49534,5","1100,77","16511,5","33,33",https://www.ozon.ru/context/detail/id/429100410/,https://cdn1.ozone.ru/s3/multimedia-r/6179197695.jpg,2,0,44665,1074,20,21,"3,55","4,9",1,790,0,1,"2,47",0,0,0,0
922231521,"Политическая карта МИРА настенная, 100х70см, школьная географическая карта мира, Выпуск 2024 год, В ТУБУСЕ",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Атлас Принт,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",ИНТЕРТРЕЙД,12,98,5,1486,575,754,534,"565,14",564,532,58,32778,32778,"1092,6",0,0,https://www.ozon.ru/context/detail/id/922231521/,https://cdn1.ozone.ru/s3/multimedia-1-u/7388534766.jpg,6,0,45089,650,30,20,"1,93","4,8",1,1341,55,1,"1,93","6,21",0,0,0
1651859923,Карманная карта-путеводитель по Санкт-Петербургу,,FBO,Местные,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",МЕСТНЫЕ,0,0,0,158,214,215,213,"213,93",214,208,153,32731,"33859,66","1091,03","1128,66","3,33",https://www.ozon.ru/context/detail/id/1651859923/,https://cdn1.ozone.ru/s3/multimedia-1-7/7044644059.jpg,6,0,45613,126,29,28,"5,21","4,8",0,320,0,1,"5,1",0,0,0,0
268682152,"Карта мира политическая настенная / на стену 101х70 см, 1:32М, с ламинацией, интерактивная, в тубусе, Brauberg",Канцелярские товары/Бумажная продукция/Карты мира,FBO,Brauberg,"Дом и сад/Декор и интерьер/Картины и панно/Гравюры, литография и карты",Самсон,108,0,6,7272,379,410,366,"379,21","373,5",368,86,32612,48918,"1087,07",16306,"33,33",https://www.ozon.ru/context/detail/id/268682152/,https://cdn1.ozone.ru/s3/multimedia-1-y/7388317114.jpg,6,0,44364,1375,20,20,"4,2","4,9",0,740,65,1,"2,87","25,71",0,0,0
